Obs,Year,Name,NestName,ID,BandNumber,BandDate,BandDateJul,MeasurementDate,MeasurementDateJulYear,MeasurementDateJul,AgeField,CalcAge,CalcAgeInteger,HatchDate,HatchDateJul1,HatchDateJul,AllSex,BillNT,TEC,BillWidth,BillDepth,Head,UpperBill,UBillSurface,TotBillSurface,Skull,Tarsus,WingChord,Primary7,TailLength,Weight,Condition,,,
158,1992,SB,HIHI92,SB HIHI92,695-73574,05/20/1992,141,05/20/1992,1992141,141,26,26.0,26,04/24/1992,115,1992115,,25.6,38.6,13.3,13.3,83.4,13,172.9,256.69,44.8,63.7,176,120,57,,,,,
159,1992,TA,MART92,TA MART92,695-73575,05/20/1992,141,05/20/1992,1992141,141,25,25.0,25,04/25/1992,116,1992116,,23,36.2,13.7,13,78.2,13.2,171.6,241.635,42,60.3,168,104,49,385,0.12 ,,,
160,1992,UZ,MART92,UZ MART92,695-73576,05/20/1992,141,05/20/1992,1992141,141,25,25.0,25,04/25/1992,116,1992116,,21.8,34.2,12.7,12.7,75,12.4,157.48,217.17,40.8,58.8,157,101,41,377,0.12 ,,,
161,1992,VY,MART92,VY MART92,695-73577,05/20/1992,141,05/20/1992,1992141,141,25,25.0,25,04/25/1992,116,1992116,,21.6,33.6,12.9,12.9,75,12,154.8,216.72,41.4,58.5,165,106,47,370,0.12 ,,,
162,1992,WX,MART92,WX MART92,695-73578,05/20/1992,141,05/20/1992,1992141,141,25,25.0,25,04/25/1992,116,1992116,,21,31.9,12.1,12.1,74,10.9,131.89,192.995,42.1,57.1,156,91,42,350,0.12 ,,,
163,1992,XW,SDOT92,XW SDOT92,695-73579,05/21/1992,142,05/21/1992,1992142,142,25,25.0,25,04/26/1992,117,1992117,,23.4,35.2,12.5,13.1,78.3,11.8,154.58,225.28,43.1,60,185,126,73,405,0.12 ,,,
164,1992,YV,BUFA92,YV BUFA92,695-73553,05/21/1992,142,05/21/1992,1992142,142,25,26.2,26,04/26/1992,117,1992117,,22.9,34.2,12.6,12.7,76.7,11.3,143.51,216.315,42.5,61.2,174,113,59,425,0.12 ,,,
165,1992,ZU,BUFA92,ZU BUFA92,695-73554,05/21/1992,142,05/21/1992,1992142,142,25,25.2,25,04/26/1992,117,1992117,,20.6,31.8,12.5,12,72.1,11.2,134.4,194.775,40.3,54.6,149,95,42,338,0.13 ,,,
166,1992,TX,BUFA92,TX BUFA92,695-73557,05/21/1992,142,05/21/1992,1992142,142,25,25.2,25,04/26/1992,117,1992117,,20.9,31.1,12.2,11.6,71.4,10.2,118.32,185.045,40.3,57.6,147,90,47,328,0.12 ,,,
167,1992,BR,BUFA92,BR BUFA92,695-73555,05/21/1992,142,05/21/1992,1992142,142,25,24.6,25,04/26/1992,117,1992117,,19.8,29,12.7,11.9,70.7,9.2,109.48,178.35,41.7,55.5,132,77,33,308,0.12 ,,,
168,1992,CQ,BUFA92,CQ BUFA92,695-73556,05/21/1992,142,05/21/1992,1992142,142,25,24.2,24,04/26/1992,117,1992117,,19.3,29.2,12.6,11.4,67.2,9.9,112.86,175.2,38,52.8,113,65,25,315,0.13 ,,,
169,1992,DP,SEWR92,DP SEWR92,695-73580,05/21/1992,142,05/21/1992,1992142,142,25,25.0,25,04/26/1992,117,1992117,,21.8,32.9,13.8,13.3,75.4,11.1,147.63,222.8975,42.5,61.2,146,89,41,410,0.12 ,,,
170,1992,EO,SEWR92,EO SEWR92,695-73581,05/21/1992,142,05/21/1992,1992142,142,25,25.0,25,04/26/1992,117,1992117,,23.5,33.6,12.9,14.3,79.4,10.1,144.43,228.48,45.8,62.4,169,114,62,444,0.12 ,,,
171,1992,FN,SEWR92,FN SEWR92,695-73582,05/21/1992,142,05/21/1992,1992142,142,25,25.0,25,04/26/1992,117,1992117,F,21.5,32.8,14.1,13.1,73.7,11.3,148.03,223.04,40.9,58.4,156,96,47,375,0.12 ,,,
172,1992,GM,PAHA92,GM PAHA92,695-73583,05/22/1992,143,05/22/1992,1992143,143,26,26.0,26,04/26/1992,117,1992117,M,23.9,36.2,12.6,12.7,78.7,12.3,156.21,228.965,42.5,63.3,173,125,73,362,0.11 ,,,
173,1992,HL,PAHA92,HL PAHA92,695-73584,05/22/1992,143,05/22/1992,1992143,143,26,26.0,26,04/26/1992,117,1992117,,23.3,36.1,13.6,12.4,77.4,12.8,158.72,234.65,41.3,60.9,161,105,50,360,0.12 ,,,
174,1992,IK,PAHA92,IK PAHA92,695-73585,05/22/1992,143,05/22/1992,1992143,143,26,26.0,26,04/26/1992,117,1992117,,22.7,35.9,13.5,13,78.9,13.2,171.6,237.8375,43,63.4,163,108,54,344,0.11 ,,,
175,1992,JJ,PAHA92,JJ PAHA92,695-73586,05/22/1992,143,05/22/1992,1992143,143,26,26.0,26,04/26/1992,117,1992117,,24.3,36.9,13,12.6,77.5,12.6,158.76,236.16,40.6,63,169,110,61,357,0.11 ,,,
176,1992,KI,PAHA92,KI PAHA92,695-73587,05/22/1992,143,05/22/1992,1992143,143,26,26.0,26,04/26/1992,117,1992117,,23.1,35.3,13.9,12.6,79.5,12.2,153.72,233.8625,44.2,60.3,175,118,68,340,0.12 ,,,
177,1992,M,WAIT92,M WAIT92,,05/22/1992,143,05/22/1992,1992143,143,26,24.5,24,04/26/1992,117,1992117,,20.4,30.8,11.8,11.9,70.9,10.4,123.76,182.49,40.1,48.6,129,79,23,215,0.12 ,,,
178,1992,LH,WAIT92,LH WAIT92,695-73588,05/22/1992,143,05/22/1992,1992143,143,26,25.6,26,04/26/1992,117,1992117,,21.1,33.5,11.8,12.3,73.4,12.4,152.52,201.8375,39.9,57,161,104,50,308,0.12 ,,,
179,1992,MG,NWOD92,MG NWOD92,695-73589,05/22/1992,143,05/22/1992,1992143,143,28,27.1,27,04/24/1992,115,1992115,,24.5,36.6,14.6,13.1,79.9,12.1,158.51,253.455,43.3,62.5,190,126,75,427,0.12 ,,,
180,1992,NF,NWOD92,NF NWOD92,695-73590,05/22/1992,143,05/22/1992,1992143,143,28,26.0,26,04/24/1992,115,1992115,,21.6,32.2,13.3,12,73,10.6,127.2,203.665,40.8,59.4,170,108,58,380,0.12 ,,,
181,1992,OE,NWOD92,OE NWOD92,695-73591,05/22/1992,143,05/22/1992,1992143,143,28,27.2,27,04/24/1992,115,1992115,,22.9,34,12.5,12.2,76.7,11.1,135.42,209.95,42.7,59.9,180,133,71,390,0.12 ,,,
182,1992,PD,NWOD92,PD NWOD92,695-73592,05/22/1992,143,05/22/1992,1992143,143,28,26.6,27,04/24/1992,115,1992115,M,23.2,35,13.4,13.3,78.9,11.8,156.94,233.625,43.9,63.6,180,121,66,455,0.12 ,,,
183,1992,QC,HART92,QC HART92,695-73593,05/25/1992,146,05/25/1992,1992146,146,28,27.2,27,04/27/1992,118,1992118,F,23.7,35.8,13,13,79.5,12.1,157.3,232.7,43.7,59.9,181,125,77,405,0.12 ,,,
184,1992,RB,HART92,RB HART92,695-73594,05/25/1992,146,05/25/1992,1992146,146,28,26.7,27,04/27/1992,118,1992118,,23.4,37.1,12.3,12.9,79.2,13.7,176.73,233.73,42.1,61.1,173,117,70,397,0.12 ,,,
185,1992,SA,HART92,SA HART92,695-73595,05/25/1992,146,05/25/1992,1992146,146,28,25.7,26,04/27/1992,118,1992118,M,22.2,36,12.4,12.3,78.2,13.8,169.74,222.3,42.2,62.1,159,106,49,390,0.12 ,,,
186,1992,TZ,HART92,TZ HART92,695-73596,05/25/1992,146,05/25/1992,1992146,146,28,26.4,26,04/27/1992,118,1992118,,24.2,37.2,12.3,12.6,79.9,13,163.8,231.57,42.7,60.6,177,116,64,385,0.12 ,,,
187,1992,UY,HART92,UY HART92,695-73597,05/25/1992,146,05/25/1992,1992146,146,28,26.9,27,04/27/1992,118,1992118,,23.2,35.9,11.9,12.5,77,12.7,158.75,218.99,41.1,59.8,177,125,69,380,0.12 ,,,
188,1992,VX,HART92,VX HART92,695-73598,05/25/1992,146,05/25/1992,1992146,146,28,27.6,28,04/27/1992,118,1992118,,24.8,35.7,12.4,12.7,79.7,10.9,138.43,224.0175,44,59.4,188,135,78,405,0.12 ,,,
189,1992,WW,WINK92,WW WINK92,695-73599,05/25/1992,146,05/25/1992,1992146,146,28,28.0,28,04/27/1992,118,1992118,,24.4,36.4,12.1,11.9,76.6,12,142.8,218.4,40.2,59.7,180,128,80,355,0.12 ,,,
190,1992,XV,WINK92,XV WINK92,695-73600,05/25/1992,146,05/25/1992,1992146,146,28,28.0,28,04/27/1992,118,1992118,,23.8,34.6,12.7,12.1,75,10.8,130.68,214.52,40.4,57.2,167,105,64,315,0.12 ,,,
191,1992,YU,WINK92,YU WINK92,685-80301,05/25/1992,146,05/25/1992,1992146,146,28,28.0,28,04/27/1992,118,1992118,,25,38.4,12.1,13.4,81.6,13.4,179.56,244.8,43.2,63.2,202,142,90,435,0.12 ,,,
192,1992,ZT,WINK92,ZT WINK92,685-80302,05/25/1992,146,05/25/1992,1992146,146,28,28.0,28,04/27/1992,118,1992118,,24.3,36.2,11.8,12,78.3,11.9,142.8,215.39,42.1,60.1,192,146,90,350,0.12 ,,,
193,1992,AR,WINK92,AR WINK92,685-80303,05/25/1992,146,05/25/1992,1992146,146,28,28.0,28,04/27/1992,118,1992118,M,26,38.5,12,13.8,83.2,12.5,172.5,248.325,44.7,65,196,140,85,425,0.12 ,,,
194,1992,BQ,SECE92,BQ SECE92,685-80304,05/26/1992,147,05/26/1992,1992147,147,28,28.0,28,04/28/1992,119,1992119,,25.9,37.8,12.4,13.2,79.9,11.9,157.08,241.92,42.1,64,194,132,82,385,0.11 ,,,
195,1992,CP,SECE92,CP SECE92,685-80305,05/26/1992,147,05/26/1992,1992147,147,28,28.0,28,04/28/1992,119,1992119,,23.9,36.1,13.2,13,78.8,12.2,158.6,236.455,42.7,60.6,178,133,75,350,0.12 ,,,
196,1992,DO,SECE92,DO SECE92,685-80306,05/26/1992,147,05/26/1992,1992147,147,28,28.0,28,04/28/1992,119,1992119,,24,35.8,12.2,13.3,78.5,11.8,156.94,228.225,42.7,60.6,188,132,80,350,0.12 ,,,
197,1992,EN,WILO92,EN WILO92,685-80307,05/26/1992,147,05/26/1992,1992147,147,28,28.0,28,04/28/1992,119,1992119,,25.6,38.3,12.4,12.8,80.6,12.7,162.56,241.29,42.3,61.2,195,131,85,440,0.12 ,,,
198,1992,FM,WILO92,FM WILO92,685-80308,05/26/1992,147,05/26/1992,1992147,147,28,28.0,28,04/28/1992,119,1992119,M,22.8,35.3,13.2,12.4,79.6,12.5,155,225.92,44.3,62.2,192,136,86,435,0.12 ,,,
199,1992,GL,WILO92,GL WILO92,685-80309,05/26/1992,147,05/26/1992,1992147,147,28,28.0,28,04/28/1992,119,1992119,,19.7,31.3,11.8,11.6,69.8,11.6,134.56,183.105,38.5,55.4,141,91,37,227,0.11 ,,,
200,1992,HK,WILO92,HK WILO92,685-80310,05/26/1992,147,05/26/1992,1992147,147,28,28.0,28,04/28/1992,119,1992119,,23.6,35.4,13,13,77.1,11.8,153.4,230.1,41.7,59.5,178,124,70,432,0.13 ,,,
201,1992,IJ,PIGS92,IJ PIGS92,685-80311,05/26/1992,147,05/26/1992,1992147,147,28,28.0,28,04/28/1992,119,1992119,,24.6,37,12.8,13.6,79.9,12.4,168.64,244.2,42.9,61.1,188,122,88,425,0.12 ,,,
202,1992,JI,PIGS92,JI PIGS92,685-80312,05/26/1992,147,05/26/1992,1992147,147,28,28.0,28,04/28/1992,119,1992119,,26.8,39.9,13.5,14.8,84.2,13.1,193.88,282.2925,44.3,64,205,131,89,472,0.12 ,,,
203,1992,KH,PIGS92,KH PIGS92,685-80313,05/26/1992,147,05/26/1992,1992147,147,28,28.0,28,04/28/1992,119,1992119,,22.8,35.3,14,13.2,77,12.5,165,240.04,41.7,60.2,187,121,72,417,0.12 ,,,
204,1992,LG,GENR92,LG GENR92,685-80314,05/27/1992,148,05/27/1992,1992148,148,29,29.0,29,04/28/1992,119,1992119,,23.2,35.2,12.4,12.5,77.4,12,150,219.12,42.2,58.2,184,122,72,347,0.12 ,,,
205,1992,MF,GENR92,MF GENR92,685-80315,05/27/1992,148,05/27/1992,1992148,148,29,29.0,29,04/28/1992,119,1992119,,23.7,37.3,12.6,13.3,79.6,13.6,180.88,241.5175,42.3,60.6,190,123,69,398,0.12 ,,,
206,1992,NE,GENR92,NE GENR92,685-80316,05/27/1992,148,05/27/1992,1992148,148,29,29.0,29,04/28/1992,119,1992119,,23.8,36.6,12.6,12.6,78.7,12.8,161.28,230.58,42.1,57.1,205,129,88,380,0.13 ,,,
207,1992,OD,GENR92,OD GENR92,685-80317,05/27/1992,148,05/27/1992,1992148,148,29,29.0,29,04/28/1992,119,1992119,,24.4,36.9,12.6,12.8,78.5,12.5,160,234.315,41.6,56.9,196,128,77,355,0.12 ,,,
208,1992,PC,GENR92,PC GENR92,685-80318,05/27/1992,148,05/27/1992,1992148,148,29,29.0,29,04/28/1992,119,1992119,F,23.4,35.2,12.7,13,76.6,11.8,153.4,226.16,41.4,57.9,198,133,87,400,0.13 ,,,
209,1992,QB,GENR92,QB GENR92,685-80319,05/27/1992,148,05/27/1992,1992148,148,29,29.0,29,04/28/1992,119,1992119,,24,36.4,13.1,13,79,12.4,161.2,237.51,42.6,59.1,205,146,89,390,0.12 ,,,
210,1992,RA,WEGO92,RA WEGO92,685-80320,05/27/1992,148,05/27/1992,1992148,148,29,28.0,28,04/28/1992,119,1992119,,26,38.8,14,13.2,83.8,12.8,168.96,263.84,45,60.2,204,134,87,420,0.12 ,,,
211,1992,SZ,WEGO92,SZ WEGO92,685-80321,05/27/1992,148,05/27/1992,1992148,148,29,26.3,26,04/28/1992,119,1992119,,23.2,37.7,13.8,12.9,77.4,14.5,187.05,251.6475,39.7,60.8,180,113,63,372,0.12 ,,,
212,1992,TY,WEGO92,TY WEGO92,685-80322,05/27/1992,148,05/27/1992,1992148,148,29,28.9,29,04/28/1992,119,1992119,,27,40,13.5,13.7,83.5,13,178.1,272,43.5,59.9,209,145,98,428,0.13 ,,,
213,1992,UX,WEGO92,UX WEGO92,685-80323,05/27/1992,148,05/27/1992,1992148,148,29,26.9,27,04/28/1992,119,1992119,,23.2,37.5,12.6,12.6,79,14.3,180.18,236.25,41.5,60.3,181,118,75,385,0.12 ,,,
214,1992,VW,WEGO92,VW WEGO92,685-80324,05/27/1992,148,05/27/1992,1992148,148,29,27.3,27,04/28/1992,119,1992119,F,24.8,38.8,13.4,12.4,79.4,14,173.6,250.26,40.6,59.1,193,123,80,350,0.12 ,,,
215,1993,ZP,CARD93,ZP CARD93,685-80416,05/27/1993,147,05/27/1993,1993147,147,26,26.5,26,05/01/1993,121,1993121,M,23.5,35.7,13.1,13.3,78.1,12.2,162.26,235.62,42.4,59.4,172,117,65,445,0.13 ,,,
216,1992,WV,WAHA92,WV WAHA92,685-80325,05/28/1992,149,05/28/1992,1992149,149,27,27.0,27,05/01/1992,122,1992122,,25.2,38.6,14.5,13.4,82.1,13.4,179.56,269.235,43.5,60.5,182,119,63,420,0.12 ,,,
217,1992,XU,WAHA92,XU WAHA92,685-80326,05/28/1992,149,05/28/1992,1992149,149,27,27.0,27,05/01/1992,122,1992122,,24.4,35.6,13.7,13.4,78.2,11.2,150.08,241.19,42.6,60.5,185,120,70,375,0.12 ,,,
218,1992,YT,WAHA92,YT WAHA92,685-80327,05/28/1992,149,05/28/1992,1992149,149,27,27.0,27,05/01/1992,122,1992122,,23.5,35,13.3,12.7,76,11.5,146.05,227.5,41,59.9,179,118,71,372,0.12 ,,,
219,1992,ZS,WAHA92,ZS WAHA92,685-80328,05/28/1992,149,05/28/1992,1992149,149,27,27.0,27,05/01/1992,122,1992122,,20.7,32.6,13.2,12.8,74.6,11.9,152.32,211.9,42,60.9,152,97,46,370,0.12 ,,,
220,1992,AQ,HAYT92,AQ HAYT92,685-80329,05/29/1992,150,05/29/1992,1992150,150,28,28.0,28,05/01/1992,122,1992122,,24.5,37.9,12.7,13.1,79.8,13.4,175.54,244.455,41.9,62,188,130,79,420,0.12 ,,,
221,1992,BP,HAYT92,BP HAYT92,685-80330,05/29/1992,150,05/29/1992,1992150,150,28,28.0,28,05/01/1992,122,1992122,,24.7,37.2,13.3,12.8,78.5,12.5,160,242.73,41.3,58.3,195,138,80,362,0.12 ,,,
222,1992,CO,HAYT92,CO HAYT92,685-80331,05/29/1992,150,05/29/1992,1992150,150,28,28.0,28,05/01/1992,122,1992122,,21.5,33.5,13.8,12.6,76.9,12,151.2,221.1,43.4,61.8,157,100,45,395,0.12 ,,,
223,1992,DN,HAYT92,DN HAYT92,685-80332,05/29/1992,150,05/29/1992,1992150,150,28,28.0,28,05/01/1992,122,1992122,,26,39.3,14.2,14.3,82.4,13.3,190.19,280.0125,43.1,63.8,198,131,82,448,0.12 ,,,
224,1992,EM,HAYT92,EM HAYT92,685-80333,05/29/1992,150,05/29/1992,1992150,150,28,28.0,28,05/01/1992,122,1992122,,22.6,36.6,13.6,13.7,78.8,14,191.8,249.795,42.2,61.2,181,112,70,430,0.12 ,,,
225,1992,FL,HAYT92,FL HAYT92,685-80334,05/29/1992,150,05/29/1992,1992150,150,28,28.0,28,05/01/1992,122,1992122,,25.8,40.8,14.8,13.6,84.3,15,204,289.68,43.5,62.5,196,137,81,430,0.12 ,,,
226,1992,KG,WILG92,KG WILG92,685-80335,06/02/1992,154,06/02/1992,1992154,154,28,28.0,28,05/05/1992,126,1992126,,24,37.1,14.6,13.9,79.9,13.1,182.09,264.3375,42.8,63.1,179,112,61,450,0.12 ,,,
227,1992,JH,WILG92,JH WILG92,685-80336,06/02/1992,154,06/02/1992,1992154,154,28,28.0,28,05/05/1992,126,1992126,,25,38.5,14.3,13.8,82.5,13.5,186.3,270.4625,44,62.5,185,122,72,465,0.12 ,,,
228,1992,II,WILG92,II WILG92,685-80337,06/02/1992,154,06/02/1992,1992154,154,28,28.0,28,05/05/1992,126,1992126,,25.9,39.3,14.3,13.8,86.4,13.4,184.92,276.0825,47.1,63.6,190,128,69,440,0.12 ,,,
229,1992,doa,WILG92,doa WILG92,,06/02/1992,154,06/02/1992,1992154,154,28,28.0,28,05/05/1992,126,1992126,,23.3,35.6,14.2,12.2,79.6,12.3,150.06,234.96,44,58.1,185,127,80,406,0.13 ,,,
230,1992,ME,REIS92,ME REIS92,685-80341,06/03/1992,155,06/03/1992,1992155,155,28,27.2,27,05/06/1992,127,1992127,,23.5,36.1,12.6,13.1,76.4,12.6,165.06,231.9425,40.3,57,185,128,75,340,0.12 ,,,
231,1992,ND,REIS92,ND REIS92,685-80342,06/03/1992,155,06/03/1992,1992155,155,28,27.1,27,05/06/1992,127,1992127,,24.6,37.1,14.7,13.6,81.7,12.5,170,262.4825,44.6,60.4,183,126,73,400,0.12 ,,,
232,1992,OC,REIS92,OC REIS92,685-80343,06/03/1992,155,06/03/1992,1992155,155,28,26.9,27,05/06/1992,127,1992127,F,23.9,36.9,13,12.8,79.9,13,166.4,238.005,43,59.6,189,125,68,398,0.12 ,,,
233,1992,PB,REIS92,PB REIS92,685-80344,06/03/1992,155,06/03/1992,1992155,155,28,25.7,26,05/06/1992,127,1992127,,22.2,34.3,12.7,11.7,73.6,12.1,141.57,209.23,39.3,55.9,165,105,50,345,0.13 ,,,
234,1992,QA,SWEG92,QA SWEG92,685-80345,06/09/1992,161,06/09/1992,1992161,161,28,27.0,27,05/12/1992,133,1992133,,24.2,37.6,14.4,14.4,80.1,13.4,192.96,270.72,42.5,60.4,192,125,72,425,0.12 ,,,
235,1992,RZ,SWEG92,RZ SWEG92,685-80346,06/09/1992,161,06/09/1992,1992161,161,28,25.5,25,05/12/1992,133,1992133,,20.6,32.6,13.1,12.5,72,12,150,208.64,39.4,56.2,150,99,50,325,0.12 ,,,
236,1992,SY,TORG92,SY TORG92,685-80347,06/17/1992,169,06/17/1992,1992169,169,28,27.1,27,05/20/1992,141,1992141,,25.6,39.8,13.8,14.4,83.7,14.2,204.48,280.59,43.9,60.7,200,128,72,357,0.12 ,,,
237,1993,VF,WHIT93,VF WHIT93,685-80370,05/21/1993,141,05/21/1993,1993141,141,30,28.4,28,04/21/1993,111,1993111,,21.9,33.4,12.7,13.5,76.3,11.5,155.25,218.77,42.9,55.7,196,139,93,350,0.13 ,,,
238,1993,EW,KNOL93,EW KNOL93,685-80353,05/17/1993,137,05/17/1993,1993137,137,24,24.0,24,04/23/1993,113,1993113,,23.4,37.7,14.8,13.7,80.8,14.3,195.91,268.6125,43.1,60.4,155,99,53,420,0.12 ,,,
239,1993,FV,KNOL93,FV KNOL93,685-8O354,05/17/1993,137,05/17/1993,1993137,137,24,24.0,24,04/23/1993,113,1993113,,23,34.8,14,12.5,75.5,11.8,147.5,230.55,40.7,62.2,149,94,47,380,0.12 ,,,
