yearMonth,day,Mean,Max,Min,Stdev,Range,Year,Month,obs
2011_5,2,13.11724138,17.2,11.1,1.981714439,6.1,2011,5,1995
2011_5,3,5.712820513,10,-13,6.594223129,23,2011,5,1996
2011_5,4,4.577777778,7.2,3,1.100937551,4.2,2011,5,1997
2011_5,5,6.551515152,13.3,2,3.809619503,11.3,2011,5,1998
2011_5,6,11.56153846,19,4.4,5.772353206,14.6,2011,5,1999
2011_5,7,11.94,16.6,6.1,3.362910446,10.5,2011,5,2000
2011_5,8,10.2,17.2,3.8,5.069122212,13.4,2011,5,2001
2011_5,9,10.204,16.6,3.3,4.746005338,13.3,2011,5,2002
2011_5,10,10.276,18.3,2,5.391450021,16.3,2011,5,2003
2011_5,11,14.292,22.7,6.6,5.98414015,16.1,2011,5,2004
2011_5,12,17.52692308,25.5,10,5.978599013,15.5,2011,5,2005
2011_5,13,19.01538462,23.3,16.6,2.358761083,6.7,2011,5,2006
2011_5,14,16.67407407,18.8,15.5,0.763893162,3.3,2011,5,2007
2011_5,15,13.45641026,16.6,8.3,2.025988371,8.3,2011,5,2008
2011_5,16,7.759183673,9.4,6.6,0.781269898,2.8,2011,5,2009
2011_5,17,6.885416667,7.2,3.3,0.553130196,3.9,2011,5,2010
2011_5,18,19.49,21.6,16.1,1.618950277,5.5,2011,5,2011
2011_5,19,15.88333333,19.4,13.3,1.225612678,6.1,2011,5,2012
2011_5,20,14.17555556,20,12,2.264363803,8,2011,5,2013
2011_5,21,16.45675676,23.3,12.7,3.530072437,10.6,2011,5,2014
2011_5,22,17.46,21.1,13.8,2.573421846,7.3,2011,5,2015
2011_5,23,17.53571429,21.6,15.5,2.099596837,6.1,2011,5,2016
2011_5,24,18.94285714,23.3,16.6,2.095927015,6.7,2011,5,2017
2011_5,25,14.40666667,23.3,9.4,4.754013428,13.9,2011,5,2018
2011_5,26,21.94516129,29.4,16.6,4.094861716,12.8,2011,5,2019
2011_5,27,18.77352941,23.3,15.5,2.575091505,7.8,2011,5,2020
2011_5,28,18.8875,25,16,3.438655964,9,2011,5,2021
2011_5,29,23.272,28.8,19,3.732126293,9.8,2011,5,2022
2011_5,30,21.27419355,26.6,18,2.919471156,8.6,2011,5,2023
2011_5,31,23.84615385,32.2,17.2,5.604800141,15,2011,5,2024
2012_3,1,1.86969697,4,1,0.941237499,3,2012,3,2025
2012_3,2,2.565384615,6.6,-1,2.064740624,7.6,2012,3,2026
2012_3,3,5.459259259,10.5,1.6,2.606096294,8.9,2012,3,2027
2012_3,4,-1.36,1.6,-4.4,1.337952782,6,2012,3,2028
2012_3,5,-7.434285714,-4,-10,1.543857441,6,2012,3,2029
2012_3,6,-4.92962963,3.3,-11,5.283560485,14.3,2012,3,2030
2012_3,7,7.172,17.7,1.1,6.58815351,16.6,2012,3,2031
2012_3,8,12.456,14.4,11.1,0.911994152,3.3,2012,3,2032
2012_3,9,0.114,8,-3,2.12516602,11,2012,3,2033
2012_3,10,-4.448275862,2,-8,2.98312165,10,2012,3,2034
2012_3,11,6.4,18,-1,7.483314774,19,2012,3,2035
2012_3,12,8.084,18.3,0,7.306827857,18.3,2012,3,2036
2012_3,13,14.84333333,18.8,11.6,2.287399266,7.2,2012,3,2037
2012_3,14,9.044,14.4,1.1,4.581037001,13.3,2012,3,2038
2012_3,15,11.5,22.2,5,6.780609609,17.2,2012,3,2039
2012_3,16,12.41481481,18.3,8,3.402454284,10.3,2012,3,2040
2012_3,17,10.07761194,22.7,6.6,4.260595381,16.1,2012,3,2041
2012_3,18,17.004,24.4,12,4.545096259,12.4,2012,3,2042
2012_3,19,17.632,25,13.3,3.828372152,11.7,2012,3,2043
2012_3,20,16.95,23.8,11,4.031203294,12.8,2012,3,2044
2012_3,21,16.36,25,9,5.843800133,16,2012,3,2045
2012_3,22,17.256,23.8,11.6,4.347612372,12.2,2012,3,2046
2012_3,23,13.27058824,20.5,8.8,3.74348156,11.7,2012,3,2047
2012_3,24,13.652,16.1,11.1,1.312161067,5,2012,3,2048
2012_3,25,8.680769231,11.6,6.6,1.698474429,5,2012,3,2049
2012_3,26,3.061290323,9,-1.6,3.245784694,10.6,2012,3,2050
2012_3,27,-1.46,5,-7,3.943665807,12,2012,3,2051
2012_3,28,10.49259259,21.6,2.2,6.054427873,19.4,2012,3,2052
2012_3,29,3.578787879,8.3,1.1,2.11124335,7.2,2012,3,2053
2012_3,30,2.416666667,7.7,-1.1,3.007767722,8.8,2012,3,2054
2012_3,31,2.360606061,6,0.5,1.125816202,5.5,2012,3,2055
2012_4,1,2.608333333,4.4,1.6,0.677548101,2.8,2012,4,2056
2012_4,2,2.9825,8.3,0,2.620225817,8.3,2012,4,2057
2012_4,3,4.292,10.5,-3,4.544586523,13.5,2012,4,2058
2012_4,4,6.408,12.7,0,3.696723775,12.7,2012,4,2059
2012_4,5,2.032,3.3,-1,1.317421724,4.3,2012,4,2060
2012_4,6,1.324,7.2,-3.8,4.165061024,11,2012,4,2061
2012_4,7,3.620833333,10,-2.2,4.754583982,12.2,2012,4,2062
2012_4,8,6.264,15.5,-2.2,5.88620421,17.7,2012,4,2063
2012_4,9,6.496,12.2,3.3,2.729694733,8.9,2012,4,2064
2012_4,10,5.632,10.5,1.6,2.671098401,8.9,2012,4,2065
2012_4,11,2.659459459,6.1,0,1.752531417,6.1,2012,4,2066
2012_4,12,4.506896552,10,1,3.068029968,9,2012,4,2067
2012_4,13,5.664,13.8,-2.2,5.952372076,16,2012,4,2068
2012_4,14,8.68,19.4,-0.5,7.938828629,19.9,2012,4,2069
2012_4,15,13.96,19.4,10.5,2.877788503,8.9,2012,4,2070
2012_4,16,21.84,30,15.5,5.579202452,14.5,2012,4,2071
2012_4,17,12.524,25.5,6.6,4.364084478,18.9,2012,4,2072
2012_4,18,2.522727273,10.5,-1.1,3.417173967,11.6,2012,4,2073
2012_4,19,16.91428571,22.2,2,6.084893924,20.2,2012,4,2074
2012_4,20,16.572,24.4,9.4,5.83934357,15,2012,4,2075
2012_4,21,9.809677419,18.3,3.3,4.393203451,15,2012,4,2076
2012_4,22,2.816666667,4.4,2,0.658786764,2.4,2012,4,2077
2012_4,23,0.253333333,2.7,-1,0.789015497,3.7,2012,4,2078
2012_4,24,2.49,6.6,0.5,2.016201618,6.1,2012,4,2079
2012_4,25,5.311538462,10,1.6,3.008298778,8.4,2012,4,2080
2012_4,26,6.776923077,16.6,-1.1,5.91082449,17.7,2012,4,2081
2012_4,27,1.808333333,6.6,-1.1,2.052228754,7.7,2012,4,2082
2012_4,28,2,8.8,-4,4.359633012,12.8,2012,4,2083
2012_4,29,3.183333333,11.6,-4.4,6.005552986,16,2012,4,2084
2012_4,30,6.152,16.1,-2.2,7.243969906,18.3,2012,4,2085
2012_5,1,11.89259259,14.4,10,1.576492193,4.4,2012,5,2086
2012_5,2,13.0125,21.1,9,4.23706761,12.1,2012,5,2087
2012_5,3,17.97777778,27.2,13,5.315697031,14.2,2012,5,2088
2012_5,4,19.06666667,24.4,16,2.387108233,8.4,2012,5,2089
2012_5,5,11.86969697,17.2,8,2.401625081,9.2,2012,5,2090
2012_5,6,10.24814815,18.8,3,5.713706218,15.8,2012,5,2091
2012_5,7,12.08888889,18,7.7,3.6340625,10.3,2012,5,2092
2012_5,8,12.875,17,10.5,1.880233437,6.5,2012,5,2093
2012_5,9,14.15849057,19.4,12.7,1.780604258,6.7,2012,5,2094
2012_5,10,9.02195122,11.6,6.6,1.080396269,5,2012,5,2095
2012_5,11,10.112,16.6,2.7,5.223051471,13.9,2012,5,2096
2012_5,12,13.952,25,3.3,8.160173609,21.7,2012,5,2097
2012_5,13,16.172,23.3,11,4.21322521,12.3,2012,5,2098
2012_5,14,14.84230769,19.4,12.7,1.999634582,6.7,2012,5,2099
2012_5,15,16.43823529,22.7,14,2.764714321,8.7,2012,5,2100
2012_5,16,16.964,24.4,12.7,3.601606123,11.7,2012,5,2101
2012_5,17,9.432,15.5,1.6,4.898275207,13.9,2012,5,2102
2012_5,18,11.408,21.6,2.7,7.625883555,18.9,2012,5,2103
2012_5,19,17.228,26.6,8.8,7.133577877,17.8,2012,5,2104
2012_5,20,20.468,29.4,10.5,7.408256655,18.9,2012,5,2105
2012_5,21,19.572,24.4,14.4,2.931228411,10,2012,5,2106
2012_5,22,18.67931034,24.4,16,2.613615355,8.4,2012,5,2107
2012_5,23,16.46888889,24.4,13.8,2.964933099,10.6,2012,5,2108
2012_5,24,20.03448276,26.1,15,3.37810977,11.1,2012,5,2109
2012_5,25,21.06363636,27.7,17.2,3.543816638,10.5,2012,5,2110
2012_5,26,22,26.1,16.1,2.955080371,10,2012,5,2111
2012_5,27,19.5,26.6,12.2,5.522906843,14.4,2012,5,2112
2012_5,28,22.38076923,31,15,5.762084292,16,2012,5,2113
2012_5,29,24.728125,31.1,19,4.029106551,12.1,2012,5,2114
2012_5,30,19.97777778,23.8,15.5,2.821119981,8.3,2012,5,2115
2012_5,31,13.00588235,18.8,8.8,3.706991035,10,2012,5,2116
2013_3,1,-1.1,1,-3.8,0.859900326,4.8,2013,3,2117
2013_3,2,-4.621875,-3.8,-6,0.701488912,2.2,2013,3,2118
2013_3,3,-6.20952381,-5.5,-7,0.45895402,1.5,2013,3,2119
2013_3,4,-5.272413793,-2.7,-7,1.507101417,4.3,2013,3,2120
2013_3,5,-3.292307692,0,-5,1.375186701,5,2013,3,2121
2013_3,6,-0.256,3.8,-4.4,2.75122397,8.2,2013,3,2122
2013_3,7,0.956,2.2,-1,0.92244241,3.2,2013,3,2123
2013_3,8,-1.95,1.1,-3.3,1.608815003,4.4,2013,3,2124
2013_3,9,-1.288888889,6.1,-7.7,4.339207065,13.8,2013,3,2125
2013_3,10,5.256,13.3,-2.7,5.604319762,16,2013,3,2126
2013_3,11,8.704166667,11.1,6.6,1.343091556,4.5,2013,3,2127
2013_3,12,6.939285714,11.1,2.2,3.500723659,8.9,2013,3,2128
2013_3,13,0.836666667,3.3,-1.1,1.202722009,4.4,2013,3,2129
2013_3,14,-4.797222222,0,-8,2.568210729,8,2013,3,2130
2013_3,15,-2.496153846,1.1,-8.3,2.928683086,9.4,2013,3,2131
2013_3,16,-2.923076923,0.5,-5,1.469777587,5.5,2013,3,2132
2013_3,17,-5.829032258,-0.5,-11.6,3.021941269,11.1,2013,3,2133
2013_3,18,-5.537037037,0.5,-11.1,3.749168949,11.6,2013,3,2134
2013_3,19,-0.234285714,5.5,-3,2.195174234,8.5,2013,3,2135
2013_3,20,-3.439473684,1.1,-6.1,1.812052662,7.2,2013,3,2136
2013_3,21,-4.76,-1.6,-10,2.563038561,8.4,2013,3,2137
2013_3,22,-3.161764706,-0.5,-5,1.356245867,4.5,2013,3,2138
2013_3,23,-0.985185185,1.6,-3,1.408136713,4.6,2013,3,2139
2013_3,24,-0.52962963,3.3,-5,2.52583799,8.3,2013,3,2140
2013_3,25,1.108,5,-1.1,2.350872179,6.1,2013,3,2141
2013_3,26,1.322222222,5.5,-1,2.276017665,6.5,2013,3,2142
2013_3,27,1.267741935,6.6,-2.7,2.501784309,9.3,2013,3,2143
2013_3,28,0.895348837,6,-1,1.765671798,7,2013,3,2144
2013_3,29,3.02,6.6,0.5,1.858987179,6.1,2013,3,2145
2013_3,30,2.0375,10,-4.4,5.549525048,14.4,2013,3,2146
2013_3,31,4,11.1,-0.5,3.458564249,11.6,2013,3,2147
2013_4,1,3.912903226,6,-1.6,2.202232494,7.6,2013,4,2148
2013_4,2,-2.842424242,1.1,-6.1,2.006400742,7.2,2013,4,2149
2013_4,3,-2.003571429,1.1,-4.4,1.761203743,5.5,2013,4,2150
2013_4,4,0.772,11.6,-8,6.956562849,19.6,2013,4,2151
2013_4,5,3.308,8.3,-3.3,3.221014333,11.6,2013,4,2152
2013_4,6,0.444,8.3,-5.5,4.350486563,13.8,2013,4,2153
2013_4,7,10.1,17.7,5.5,4.955804677,12.2,2013,4,2154
2013_4,8,8.786206897,18.3,3,5.597622208,15.3,2013,4,2155
2013_4,9,14.05769231,17.7,7.7,3.337684596,10,2013,4,2156
2013_4,10,8.33,13.3,6.1,1.247682598,7.2,2013,4,2157
2013_4,11,3.838888889,6,2,0.884759144,4,2013,4,2158
2013_4,12,4.703703704,7.7,2.7,1.782712169,5,2013,4,2159
2013_4,13,4.96,8.3,1.1,2.084193386,7.2,2013,4,2160
2013_4,14,3.57037037,7.2,0.5,1.880223967,6.7,2013,4,2161
2013_4,15,8.408,19.4,1.1,6.88185537,18.3,2013,4,2162
2013_4,16,13.17407407,16.1,11,1.568584024,5.1,2013,4,2163
2013_4,17,8.258064516,13.3,2.2,3.315094186,11.1,2013,4,2164
2013_4,18,11.636,17.7,2.7,5.155650622,15,2013,4,2165
2013_4,19,16.74,22.7,9.4,3.1632153,13.3,2013,4,2166
2013_4,20,5.054285714,8,1.6,1.261964588,6.4,2013,4,2167
2013_4,21,0.434375,6.6,-3,3.147104084,9.6,2013,4,2168
2013_4,22,5.24,13.8,-2.2,5.987347771,16,2013,4,2169
2013_4,23,7.834615385,14.4,1,4.501283578,13.4,2013,4,2170
2013_4,24,11.592,19.4,6.6,4.631587201,12.8,2013,4,2171
2013_4,25,7.076923077,13.8,1,4.354244613,12.8,2013,4,2172
2013_4,26,5.794285714,11.6,1,3.655128778,10.6,2013,4,2173
2013_4,27,8.776,18.8,0,7.558123665,18.8,2013,4,2174
2013_4,28,13.636,21.1,6.1,5.438051121,15,2013,4,2175
2013_4,29,11.47083333,14.4,9.4,1.47101833,5,2013,4,2176
2013_4,30,13.134375,17.7,11,2.246949096,6.7,2013,4,2177
2013_5,1,16.044,23.3,10,5.020962723,13.3,2013,5,2178
2013_5,2,16.492,24.4,6.6,5.937726838,17.8,2013,5,2179
2013_5,3,16.06,22.7,9.4,4.479490298,13.3,2013,5,2180
2013_5,4,15.392,22.7,6.1,5.393971944,16.6,2013,5,2181
2013_5,5,16.232,23.8,8,5.312541765,15.8,2013,5,2182
2013_5,6,15.268,23.3,6,5.76011574,17.3,2013,5,2183
2013_5,7,17.45185185,24.4,10,4.893195461,14.4,2013,5,2184
2013_5,8,16.18275862,18.8,13.8,1.409424646,5,2013,5,2185
2013_5,9,13.97931034,20.5,10,3.288114887,10.5,2013,5,2186
2013_5,10,14.94230769,21.6,9,4.929841626,12.6,2013,5,2187
2013_5,11,15.53030303,18.8,13.3,0.986307777,5.5,2013,5,2188
2013_5,12,9.310714286,12.2,6.6,1.515680824,5.6,2013,5,2189
2013_5,13,4.962962963,8.3,2.2,1.927163749,6.1,2013,5,2190
2013_5,14,5.348,12.2,-3,5.477767185,15.2,2013,5,2191
2013_5,15,13.03461538,27,3.3,8.074153445,23.7,2013,5,2192
2013_5,16,17.428,25,9.4,5.60598787,15.6,2013,5,2193
2013_5,17,11.384,16.6,3.3,4.360110855,13.3,2013,5,2194
2013_5,18,11.708,20.5,4.4,5.800640769,16.1,2013,5,2195
2013_5,19,15.02857143,18.8,13,2.078613702,5.8,2013,5,2196
2013_5,20,20.03928571,28.3,15.5,5.024409992,12.8,2013,5,2197
2013_5,21,23.36896552,31.6,15.5,4.995362381,16.1,2013,5,2198
2013_5,22,22.1516129,31.1,17.7,4.323723007,13.4,2013,5,2199
2013_5,23,20.13846154,25,16.6,2.162050309,8.4,2013,5,2200
2013_5,24,8.551785714,17,3.8,4.687662378,13.2,2013,5,2201
2013_5,25,7.007692308,11.6,3,2.738309417,8.6,2013,5,2202
2013_5,26,9.548,14.4,3.3,3.968324583,11.1,2013,5,2203
2013_5,27,10.12,19.4,1.1,7.219533688,18.3,2013,5,2204
2013_5,28,11.62083333,14.4,8.3,1.842252677,6.1,2013,5,2205
2013_5,29,19.190625,28.8,13.3,5.261261922,15.5,2013,5,2206
2013_5,30,22.05714286,30,16,5.357475122,14,2013,5,2207
2013_5,31,24.272,32.7,16.6,6.164246372,16.1,2013,5,2208
2014_3,1,-7.224,0,-13.8,4.737815953,13.8,2014,3,2209
2014_3,2,-6.741025641,0.5,-9.4,3.004795986,9.9,2014,3,2210
2014_3,3,-13.24285714,-10,-15,1.088789321,5,2014,3,2211
2014_3,4,-17.10625,-6.6,-24,6.890008544,17.4,2014,3,2212
2014_3,5,-8.306896552,-6.6,-11.1,1.021529328,4.5,2014,3,2213
2014_3,6,-12.68,-1.6,-22.7,7.631895789,21.1,2014,3,2214
2014_3,7,-3.042307692,5,-8.3,4.827021697,13.3,2014,3,2215
2014_3,8,-0.812,4.4,-5.5,3.129073345,9.9,2014,3,2216
2014_3,9,-3.022580645,-0.5,-6.6,1.642905897,6.1,2014,3,2217
2014_3,10,2.936,10,-3.8,4.234469664,13.8,2014,3,2218
2014_3,11,7.132,11.6,1.1,3.211920505,10.5,2014,3,2219
2014_3,12,1.173469388,5.5,-8.8,3.237783161,14.3,2014,3,2220
2014_3,13,-12.34363636,-10,-14,1.226069244,4,2014,3,2221
2014_3,14,-4.316,7.7,-15,8.141799555,22.7,2014,3,2222
2014_3,15,3.925,6.6,-0.5,1.409393092,7.1,2014,3,2223
2014_3,16,-7.238888889,-1.6,-10.5,1.723166152,8.9,2014,3,2224
2014_3,17,-9.272,-2.7,-13.3,4.184945241,10.6,2014,3,2225
2014_3,18,-2.356,6.6,-8.3,5.73927115,14.9,2014,3,2226
2014_3,19,2.284,5.5,0,1.622672692,5.5,2014,3,2227
2014_3,20,3.030555556,4.4,0,0.849813238,4.4,2014,3,2228
2014_3,21,-0.507142857,2.2,-2.2,1.228045292,4.4,2014,3,2229
2014_3,22,2.318518519,8.3,-3.8,3.169207258,12.1,2014,3,2230
2014_3,23,-3.964705882,0.5,-8.3,2.67013589,8.8,2014,3,2231
2014_3,24,-8.96875,-5.5,-11.6,1.47794513,6.1,2014,3,2232
2014_3,25,-6.078571429,2.2,-14,5.754377216,16.2,2014,3,2233
2014_3,26,-6.071794872,-1.1,-8.8,1.889994252,7.7,2014,3,2234
2014_3,27,-5.4,5.5,-14.4,6.266350043,19.9,2014,3,2235
2014_3,28,5.96,12.2,2.2,3.435719236,10,2014,3,2236
2014_3,29,3.184375,7.7,1,1.831112719,6.7,2014,3,2237
2014_3,30,0.273684211,3,-1.1,1.193662778,4.1,2014,3,2238
2014_3,31,0.892857143,5.5,-2,2.488481401,7.5,2014,3,2239
2014_4,1,3.364,14.4,-5,7.424614468,19.4,2014,4,2240
2014_4,2,7.328,12.7,2.7,3.520123104,10,2014,4,2241
2014_4,3,1.212,7.2,-3.8,3.848952238,11,2014,4,2242
2014_4,4,4.819354839,7.7,2.2,1.452450654,5.5,2014,4,2243
2014_4,5,3.76969697,6.1,1.1,1.714184363,5,2014,4,2244
2014_4,6,1.984615385,11.1,-7,6.161083821,18.1,2014,4,2245
2014_4,7,3.572,8.3,0.5,2.280628568,7.8,2014,4,2246
2014_4,8,7.325,11.6,4,1.920026041,7.6,2014,4,2247
2014_4,9,2.933333333,7.7,-1.6,2.660552887,9.3,2014,4,2248
2014_4,10,6.78,19.4,-3.8,9.528072558,23.2,2014,4,2249
2014_4,11,10.74864865,16.1,7.2,2.196666872,8.9,2014,4,2250
2014_4,12,5.731111111,19.4,-1.1,6.494116996,20.5,2014,4,2251
2014_4,13,18.764,27.2,13.3,5.451596097,13.9,2014,4,2252
2014_4,14,20.4,24.4,16.6,2.285278976,7.8,2014,4,2253
2014_4,15,7.95,16.6,-1.6,7.424376313,18.2,2014,4,2254
2014_4,16,-3.420512821,1.6,-6.1,2.256357041,7.7,2014,4,2255
2014_4,17,2.3,11.6,-4.4,6.333005331,16,2014,4,2256
2014_4,18,7.041666667,15.5,1.1,4.61574966,14.4,2014,4,2257
2014_4,19,6.307407407,11.6,1.6,2.654883153,10,2014,4,2258
2014_4,20,7.28,19.4,-2.2,8.385652429,21.6,2014,4,2259
2014_4,21,14.4625,24.4,6.6,5.935069869,17.8,2014,4,2260
2014_4,22,14.38,17.7,11.1,1.634013464,6.6,2014,4,2261
2014_4,23,4.085294118,10,2,2.010899445,8,2014,4,2262
2014_4,24,3.952,9.4,-1.6,3.916750354,11,2014,4,2263
2014_4,25,7.308,18.3,-0.5,7.59544381,18.8,2014,4,2264
2014_4,26,7.9875,13.3,5,2.077024857,8.3,2014,4,2265
2014_4,27,5.315384615,9.4,3,2.038566616,6.4,2014,4,2266
2014_4,28,6.888,15,-2,5.657319742,17,2014,4,2267
2014_4,29,8.592307692,12.2,5.5,2.014928897,6.7,2014,4,2268
2014_4,30,7.193103448,10.5,5,2.115576759,5.5,2014,4,2269
2014_5,1,12.70882353,17.7,10.5,2.265735234,7.2,2014,5,2270
2014_5,2,8.756,13.8,5,3.045636223,8.8,2014,5,2271
2014_5,3,10.77692308,15,7.7,1.943256585,7.3,2014,5,2272
2014_5,4,9.072,12.7,5.5,2.578520247,7.2,2014,5,2273
2014_5,5,8.159259259,13.8,3,3.437716064,10.8,2014,5,2274
2014_5,6,8.976923077,15,3.8,3.940589569,11.2,2014,5,2275
2014_5,7,9.632,18.8,1.6,6.773768031,17.2,2014,5,2276
2014_5,8,15.812,24.4,10,5.509410132,14.4,2014,5,2277
2014_5,9,21.05,28.3,16,4.507349554,12.3,2014,5,2278
2014_5,10,19.82857143,25,16.6,2.969830665,8.4,2014,5,2279
2014_5,11,14.808,22.7,7.2,5.076327413,15.5,2014,5,2280
2014_5,12,17.692,27.2,9.4,6.955568513,17.8,2014,5,2281
2014_5,13,21.572,30,15.5,5.26778891,14.5,2014,5,2282
2014_5,14,19.32285714,28.3,13,5.047019255,15.3,2014,5,2283
2014_5,15,21.47586207,26.1,18.8,2.480445693,7.3,2014,5,2284
2014_5,16,12.56388889,22.2,8.8,3.803092935,13.4,2014,5,2285
2014_5,17,8.686206897,12.7,5.5,2.394148244,7.2,2014,5,2286
2014_5,18,9.251851852,15,5,3.322923918,10,2014,5,2287
2014_5,19,10.028,18.8,1.6,6.781317473,17.2,2014,5,2288
2014_5,20,13.028,21.1,5.5,6.068670914,15.6,2014,5,2289
2014_5,21,15.71923077,19.4,12.7,2.264335528,6.7,2014,5,2290
2014_5,22,17.13333333,23.3,13,3.295040465,10.3,2014,5,2291
2014_5,23,12.37777778,15.5,10.5,1.21000106,5,2014,5,2292
2014_5,24,13.72727273,20.5,10.5,3.458799713,10,2014,5,2293
2014_5,25,15.75,24.4,6.1,6.903055404,18.3,2014,5,2294
2014_5,26,19.68,27.7,12,6.091797764,15.7,2014,5,2295
2014_5,27,21.492,28.3,15,4.137523414,13.3,2014,5,2296
2014_5,28,16.02830189,21.1,11.6,3.087342482,9.5,2014,5,2297
2014_5,29,13.36666667,16.1,11.6,1.700371832,4.5,2014,5,2298
2014_5,30,11.22391304,22.2,7,5.166093937,15.2,2014,5,2299
2014_5,31,12.596875,21.1,5,5.804419027,16.1,2014,5,2300
2015_3,1,-8.459375,-3.8,-16.6,3.914065568,12.8,2015,3,2301
2015_3,2,-4.628571429,-2.7,-7,1.074728811,4.3,2015,3,2302
2015_3,3,-8.667741935,-5,-17,3.772036329,12,2015,3,2303
2015_3,4,-0.161764706,1.6,-5,1.579223957,6.6,2015,3,2304
2015_3,5,-7.961363636,-0.5,-12.2,3.791987631,11.7,2015,3,2305
2015_3,6,-14.38709677,-5,-23.3,5.655896153,18.3,2015,3,2306
2015_3,7,-6.142857143,-2.7,-11.1,2.629663909,8.4,2015,3,2307
2015_3,8,-1.446153846,1.6,-3.8,2.175358503,5.4,2015,3,2308
2015_3,9,-0.6,5.5,-8.3,4.518672371,13.8,2015,3,2309
2015_3,10,0.508,8.3,-5.5,5.681103179,13.8,2015,3,2310
2015_3,11,4.674193548,6.6,3.3,0.97603543,3.3,2015,3,2311
2015_3,12,-0.458333333,1.6,-2.7,1.377431973,4.3,2015,3,2312
2015_3,13,-1.844,7.2,-8.3,5.825381246,15.5,2015,3,2313
2015_3,14,3.207407407,5,2,0.887921482,3,2015,3,2314
2015_3,15,0.634210526,3.8,-1,1.242115962,4.8,2015,3,2315
2015_3,16,1.37037037,10,-6.1,5.421596048,16.1,2015,3,2316
2015_3,17,2.6125,6.1,-2.2,2.137491747,8.3,2015,3,2317
2015_3,18,-4.432352941,-2.7,-6.1,1.054203875,3.4,2015,3,2318
2015_3,19,-5.112,-1.1,-12.7,3.366665017,11.6,2015,3,2319
2015_3,20,-2.792592593,1,-6.6,2.520824945,7.6,2015,3,2320
2015_3,21,0.320689655,5,-2.2,2.317538613,7.2,2015,3,2321
2015_3,22,-5.665909091,0,-9,2.19120262,9,2015,3,2322
2015_3,23,-8.513636364,-6,-11.1,1.199920716,5.1,2015,3,2323
2015_3,24,-8.904,-0.5,-17.2,6.020553684,16.7,2015,3,2324
2015_3,25,-2.112,6.6,-7.2,5.007354591,13.8,2015,3,2325
2015_3,26,2.297222222,3.8,0,1.156221954,3.8,2015,3,2326
2015_3,27,0.403846154,2,-2.2,0.872895012,4.2,2015,3,2327
2015_3,28,-6.267567568,-2.7,-8.8,1.805247606,6.1,2015,3,2328
2015_3,29,-5.433333333,5,-12.2,5.767706371,17.2,2015,3,2329
2015_3,30,2.49,5.5,0.5,1.210969973,5,2015,3,2330
2015_3,31,0.233333333,2,-1.6,1.005816418,3.6,2015,3,2331
2015_4,1,-1.914814815,4.4,-7.2,4.049188305,11.6,2015,4,2332
2015_4,2,6.616,17.7,-4.4,8.090100947,22.1,2015,4,2333
2015_4,3,11.46590909,16.6,8,2.29112983,8.6,2015,4,2334
2015_4,4,3.74,9.4,0,2.362725246,9.4,2015,4,2335
2015_4,5,-0.714705882,1.1,-2.2,0.874602023,3.3,2015,4,2336
2015_4,6,4.806896552,17.7,-1.6,6.850491694,19.3,2015,4,2337
2015_4,7,2.870967742,5,1.6,1.113311441,3.4,2015,4,2338
2015_4,8,3.78,5.5,2.7,0.577986994,2.8,2015,4,2339
2015_4,9,4.157692308,7.2,2.7,1.59478477,4.5,2015,4,2340
2015_4,10,7.364516129,13.3,3.8,3.389449158,9.5,2015,4,2341
2015_4,11,4.957692308,8.3,2.7,1.815747356,5.6,2015,4,2342
2015_4,12,6.296,18.8,-3,8.834189267,21.8,2015,4,2343
2015_4,13,15.532,25,9.4,6.077398018,15.6,2015,4,2344
2015_4,14,11.99666667,20,3.3,4.415449626,16.7,2015,4,2345
2015_4,15,6.628,13.8,-1.1,5.646571231,14.9,2015,4,2346
2015_4,16,8.904,21.1,-1,8.283139501,22.1,2015,4,2347
2015_4,17,12.5375,16,10.5,1.881445443,5.5,2015,4,2348
2015_4,18,13.71428571,23,3,6.730282557,20,2015,4,2349
2015_4,19,12.3125,20,-1,6.75,21,2015,4,2350
2015_4,20,13.1875,18,8,3.673667559,10,2015,4,2351
2015_4,21,10.94117647,14,8,2.164214298,6,2015,4,2352
2015_4,22,6.5,11,4,1.549193338,7,2015,4,2353
2015_4,23,0.971428571,4,-1,1.532365119,5,2015,4,2354
2015_4,24,0.307142857,2.2,-1.1,1.138852109,3.3,2015,4,2355
2015_4,25,2.184,9.4,-4.4,4.699528345,13.8,2015,4,2356
2015_4,26,3.484,10,-3.8,4.854008653,13.8,2015,4,2357
2015_4,27,5.473076923,8.3,3.8,1.580267748,4.5,2015,4,2358
2015_4,28,9.131034483,16.6,4,4.236752753,12.6,2015,4,2359
2015_4,29,11.972,19.4,2.7,5.242416745,16.7,2015,4,2360
2015_4,30,12.288,20.5,3.3,6.369740968,17.2,2015,4,2361
2015_5,1,10.436,17.2,3,5.122408288,14.2,2015,5,2362
2015_5,2,12.896,21.1,3.8,6.567691121,17.3,2015,5,2363
2015_5,3,14.876,24.4,6.1,7.659323295,18.3,2015,5,2364
2015_5,4,18.48076923,27.7,10,6.927742445,17.7,2015,5,2365
2015_5,5,17.87142857,21.1,14,2.206364052,7.1,2015,5,2366
2015_5,6,15.14615385,21.6,11,3.780288959,10.6,2015,5,2367
